collection_name,dataset_name,train_path,test_path,dataset_type,datetime_index,split_at,train_type,train_is_normal,input_type,length,dimensions,contamination,num_anomalies,min_anomaly_length,median_anomaly_length,max_anomaly_length,mean,stddev,trend,stationarity,period_size
TSB-UAD-synthetic,KDD21_flat_region_0.08-082_UCR_Anomaly_DISTORTEDresperation4_70000_128430_128431,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-082_UCR_Anomaly_DISTORTEDresperation4_70000_128430_128431.test.csv,synthetic,False,,unsupervised,False,univariate,195250,1,0.0793905249679897,125,1,125,125,-419.6611092413905,917.7802250554896,no trend,difference_stationary,499.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511.test.csv,synthetic,False,,unsupervised,False,univariate,195000,1,0.08,125,100,125,125,-413.7924096323088,923.6569709828632,no trend,difference_stationary,499.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-084_UCR_Anomaly_DISTORTEDs20101mML2_12000_35774_35874,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-084_UCR_Anomaly_DISTORTEDs20101mML2_12000_35774_35874.test.csv,synthetic,False,,unsupervised,False,univariate,40000,1,0.0808,30,100,108,108,-6.651585472034497,45.53934403646112,no trend,difference_stationary,37.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874.test.csv,synthetic,False,,unsupervised,False,univariate,40000,1,0.0808,30,100,108,108,-14.763503293422366,40.24683272433646,no trend,difference_stationary,77.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.test.csv,synthetic,False,,unsupervised,False,univariate,80000,1,0.082475,24,250,276,276,-25.91552508449838,194.60614623989687,no trend,difference_stationary,16.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-087_UCR_Anomaly_DISTORTEDsel840mECG1_17000_51370_51740,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-087_UCR_Anomaly_DISTORTEDsel840mECG1_17000_51370_51740.test.csv,synthetic,False,,unsupervised,False,univariate,60000,1,0.0835666666666666,28,172,172,370,-8.856321424844458,30.33045272233352,no trend,difference_stationary,499.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-088_UCR_Anomaly_DISTORTEDsel840mECG2_20000_49370_49740,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-088_UCR_Anomaly_DISTORTEDsel840mECG2_20000_49370_49740.test.csv,synthetic,False,,unsupervised,False,univariate,57001,1,0.085402010491044,27,173,173,370,-15.871322365657068,24.330515609378672,no trend,difference_stationary,200.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350.test.csv,synthetic,False,,unsupervised,False,univariate,130001,1,0.0790224690579303,43,67,243,243,4044.002852168851,926.8038771123624,no trend,stationary,5.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-090_UCR_Anomaly_DISTORTEDtiltAPB2_50000_124159_124985,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-090_UCR_Anomaly_DISTORTEDtiltAPB2_50000_124159_124985.test.csv,synthetic,False,,unsupervised,False,univariate,128767,1,0.0838646547640311,42,243,243,836,4026.5790380794087,902.8542473804672,no trend,stationary,333.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-091_UCR_Anomaly_DISTORTEDtiltAPB3_40000_114000_114370,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-091_UCR_Anomaly_DISTORTEDtiltAPB3_40000_114000_114370.test.csv,synthetic,False,,unsupervised,False,univariate,129489,1,0.0816748913035084,43,243,243,370,4032.018432011118,925.2415175314616,no trend,stationary,6.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-092_UCR_Anomaly_DISTORTEDtiltAPB4_20000_67995_67996,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-092_UCR_Anomaly_DISTORTEDtiltAPB4_20000_67995_67996.test.csv,synthetic,False,,unsupervised,False,univariate,128001,1,0.0797415645190272,43,1,243,243,4031.127986275068,912.302738745106,no trend,stationary,6.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620.test.csv,synthetic,False,,unsupervised,False,univariate,79795,1,0.0859702988909079,31,208,208,620,-22.60452446695328,172.77814179623846,no trend,difference_stationary,3.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.test.csv,synthetic,False,,unsupervised,False,univariate,11000,1,0.0918181818181818,11,81,81,200,827.9633955031117,9076.956980497853,no trend,difference_stationary,83.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.test.csv,synthetic,False,,unsupervised,False,univariate,8184,1,0.0850439882697947,28,24,24,48,15.211027840481425,5.615218925491129,no trend,stationary,24.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-096_UCR_Anomaly_NOISEECG4_5000_16900_17100,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-096_UCR_Anomaly_NOISEECG4_5000_16900_17100.test.csv,synthetic,False,,unsupervised,False,univariate,30000,1,0.0841333333333333,15,166,166,200,0.0767185978987671,29.77518969783116,no trend,difference_stationary,91.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-097_UCR_Anomaly_NOISEGP711MarkerLFM5z3_5000_5948_5993,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-097_UCR_Anomaly_NOISEGP711MarkerLFM5z3_5000_5948_5993.test.csv,synthetic,False,,unsupervised,False,univariate,12000,1,0.0764166666666666,5,45,218,218,0.0599446785837506,0.0282036155897748,no trend,difference_stationary,
TSB-UAD-synthetic,KDD21_flat_region_0.08-098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199.test.csv,synthetic,False,,unsupervised,False,univariate,7501,1,0.0747900279962671,4,12,183,183,71.20277562045082,12.904036005402832,no trend,difference_stationary,143.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629.test.csv,synthetic,False,,unsupervised,False,univariate,7654,1,0.0806114449960804,4,154,154,155,61.99839131865684,11.207517838474176,no trend,difference_stationary,166.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-100_UCR_Anomaly_NOISELab2Cmac011215EPG1_5000_17210_17260,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-100_UCR_Anomaly_NOISELab2Cmac011215EPG1_5000_17210_17260.test.csv,synthetic,False,,unsupervised,False,univariate,30001,1,0.080997300089997,71,34,34,50,0.2258780782192248,0.0232489883011522,no trend,stationary,
TSB-UAD-synthetic,KDD21_flat_region_0.08-101_UCR_Anomaly_NOISELab2Cmac011215EPG4_6000_17390_17520,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-101_UCR_Anomaly_NOISELab2Cmac011215EPG4_6000_17390_17520.test.csv,synthetic,False,,unsupervised,False,univariate,30066,1,0.0834830040577396,71,34,34,130,0.2261676144162837,0.0229513113924858,no trend,stationary,
TSB-UAD-synthetic,KDD21_flat_region_0.08-102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440.test.csv,synthetic,False,,unsupervised,False,univariate,24667,1,0.0848096647342603,43,46,46,160,8.820033465597678,0.6844699331561028,no trend,stationary,43.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.test.csv,synthetic,False,,unsupervised,False,univariate,11308,1,0.0866643084541917,10,98,98,98,0.527536539818495,0.5702590452572465,no trend,stationary,83.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-104_UCR_Anomaly_NOISEapneaecg4_6000_16000_16100,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-104_UCR_Anomaly_NOISEapneaecg4_6000_16000_16100.test.csv,synthetic,False,,unsupervised,False,univariate,38269,1,0.0820507460346494,77,40,40,100,-1.6066292336008912,75.2001644483066,no trend,stationary,45.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-105_UCR_Anomaly_NOISEgait3_24500_59900_60500,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-105_UCR_Anomaly_NOISEgait3_24500_59900_60500.test.csv,synthetic,False,,unsupervised,False,univariate,65000,1,0.088076923076923,42,125,125,600,-451.843940370526,1034.7747221553032,no trend,difference_stationary,333.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850.test.csv,synthetic,False,,unsupervised,False,univariate,64000,1,0.086328125,40,125,125,650,-730.9342538110054,882.3187046906614,no trend,difference_stationary,333.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050.test.csv,synthetic,False,,unsupervised,False,univariate,9998,1,0.0830166033206641,31,26,26,50,0.0474044882091445,0.2001222970384238,no trend,difference_stationary,26.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-108_UCR_Anomaly_NOISEresperation2_30000_168250_168250,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-108_UCR_Anomaly_NOISEresperation2_30000_168250_168250.test.csv,synthetic,False,,unsupervised,False,univariate,200051,1,0.0799796052006738,128,125,125,125,-420.815372979587,912.3667860453728,no trend,difference_stationary,333.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-109_UCR_Anomaly_1sddb40_35000_52000_52620,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-109_UCR_Anomaly_1sddb40_35000_52000_52620.test.csv,synthetic,False,,unsupervised,False,univariate,79795,1,0.0859702988909079,31,208,208,620,-22.39752245391679,171.9625930255716,no trend,difference_stationary,45.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-110_UCR_Anomaly_2sddb40_35000_56600_56900,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-110_UCR_Anomaly_2sddb40_35000_56600_56900.test.csv,synthetic,False,,unsupervised,False,univariate,80001,1,0.0817489781377732,31,208,208,300,-29.829341752223574,173.57103362817367,no trend,difference_stationary,45.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-111_UCR_Anomaly_3sddb40_35000_46600_46900,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-111_UCR_Anomaly_3sddb40_35000_46600_46900.test.csv,synthetic,False,,unsupervised,False,univariate,80000,1,0.08175,31,208,208,300,-29.93422678357088,173.82225372041034,no trend,difference_stationary,3.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-112_UCR_Anomaly_BIDMC1_2500_5400_5600,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-112_UCR_Anomaly_BIDMC1_2500_5400_5600.test.csv,synthetic,False,,unsupervised,False,univariate,11000,1,0.0918181818181818,11,81,81,200,772.1331818181818,9077.714129507644,no trend,difference_stationary,83.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-113_UCR_Anomaly_CIMIS44AirTemperature1_4000_5391_5392,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-113_UCR_Anomaly_CIMIS44AirTemperature1_4000_5391_5392.test.csv,synthetic,False,,unsupervised,False,univariate,8184,1,0.0793010752688172,28,1,24,24,15.202443461265922,5.591529108823632,no trend,stationary,24.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727.test.csv,synthetic,False,,unsupervised,False,univariate,8184,1,0.0821114369501466,28,24,24,24,15.225876201246376,5.603254031212312,no trend,stationary,24.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544.test.csv,synthetic,False,,unsupervised,False,univariate,8184,1,0.0816226783968719,27,24,24,44,15.207580645161316,5.592422560804094,no trend,stationary,24.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597.test.csv,synthetic,False,,unsupervised,False,univariate,8184,1,0.0850439882697947,28,24,24,48,15.208255472654,5.5943136511760505,no trend,stationary,24.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900.test.csv,synthetic,False,,unsupervised,False,univariate,8184,1,0.0821114369501466,27,24,24,48,15.223620049731196,5.613220789252655,no trend,stationary,24.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054.test.csv,synthetic,False,,unsupervised,False,univariate,8184,1,0.0850439882697947,28,24,24,48,15.208903278543543,5.584606717131303,no trend,stationary,24.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-119_UCR_Anomaly_ECG1_10000_11800_12100,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-119_UCR_Anomaly_ECG1_10000_11800_12100.test.csv,synthetic,False,,unsupervised,False,univariate,30000,1,0.0888666666666666,27,91,91,300,0.3232333333333333,13.649465086300534,no trend,difference_stationary,24.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-120_UCR_Anomaly_ECG2_15000_16000_16100,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-120_UCR_Anomaly_ECG2_15000_16000_16100.test.csv,synthetic,False,,unsupervised,False,univariate,30000,1,0.0822,27,91,91,100,0.3168666666666667,13.579052809557009,no trend,difference_stationary,24.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-121_UCR_Anomaly_ECG3_15000_16000_16100,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-121_UCR_Anomaly_ECG3_15000_16000_16100.test.csv,synthetic,False,,unsupervised,False,univariate,30000,1,0.0808,15,100,166,166,0.0722666666666666,29.54469281993936,no trend,difference_stationary,91.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-122_UCR_Anomaly_ECG3_8000_17000_17100,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-122_UCR_Anomaly_ECG3_8000_17000_17100.test.csv,synthetic,False,,unsupervised,False,univariate,30000,1,0.0808,15,100,166,166,0.0638,29.54379953159312,no trend,difference_stationary,91.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-123_UCR_Anomaly_ECG4_5000_16800_17100,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-123_UCR_Anomaly_ECG4_5000_16800_17100.test.csv,synthetic,False,,unsupervised,False,univariate,200000,1,0.0815,129,125,125,300,-417.495355,912.5950471852058,no trend,difference_stationary,333.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-124_UCR_Anomaly_ECG4_5000_16900_17100,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-124_UCR_Anomaly_ECG4_5000_16900_17100.test.csv,synthetic,False,,unsupervised,False,univariate,30000,1,0.0841333333333333,15,166,166,200,0.0848333333333333,29.61800259146992,no trend,difference_stationary,91.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-125_UCR_Anomaly_ECG4_5000_17000_17100,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-125_UCR_Anomaly_ECG4_5000_17000_17100.test.csv,synthetic,False,,unsupervised,False,univariate,30000,1,0.0808,15,100,166,166,0.0648333333333333,29.61805312543723,no trend,difference_stationary,91.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-126_UCR_Anomaly_ECG4_8000_17000_17100,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-126_UCR_Anomaly_ECG4_8000_17000_17100.test.csv,synthetic,False,,unsupervised,False,univariate,30000,1,0.0808,15,100,166,166,0.0732666666666666,29.543777570841243,no trend,difference_stationary,91.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212.test.csv,synthetic,False,,unsupervised,False,univariate,12000,1,0.0763333333333333,5,44,218,218,0.0596734115833341,0.0279809671978302,no trend,difference_stationary,
TSB-UAD-synthetic,KDD21_flat_region_0.08-128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388.test.csv,synthetic,False,,unsupervised,False,univariate,12000,1,0.0904166666666666,5,213,218,218,0.0597378802500007,0.027981054427207,no trend,difference_stationary,
TSB-UAD-synthetic,KDD21_flat_region_0.08-129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993.test.csv,synthetic,False,,unsupervised,False,univariate,12000,1,0.0764166666666666,5,45,218,218,0.0598310860135007,0.0280738084876042,no trend,difference_stationary,
TSB-UAD-synthetic,KDD21_flat_region_0.08-130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645.test.csv,synthetic,False,,unsupervised,False,univariate,12000,1,0.0825,5,118,218,218,0.0597378802500007,0.027981054427207,no trend,difference_stationary,
TSB-UAD-synthetic,KDD21_flat_region_0.08-131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.test.csv,synthetic,False,,unsupervised,False,univariate,12000,1,0.0813333333333333,5,104,218,218,0.0601423090833341,0.0281420107998823,no trend,difference_stationary,
TSB-UAD-synthetic,KDD21_flat_region_0.08-132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-132_UCR_Anomaly_InternalBleeding10_3200_4526_4556.test.csv,synthetic,False,,unsupervised,False,univariate,7501,1,0.0655912544994,4,30,154,154,85.42797321423902,10.522333368957415,no trend,difference_stationary,143.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-133_UCR_Anomaly_InternalBleeding14_2800_5607_5634.test.csv,synthetic,False,,unsupervised,False,univariate,7501,1,0.0651913078256232,4,27,154,154,85.46603797227128,10.560877774009192,no trend,difference_stationary,143.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-134_UCR_Anomaly_InternalBleeding15_1700_5684_5854,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-134_UCR_Anomaly_InternalBleeding15_1700_5684_5854.test.csv,synthetic,False,,unsupervised,False,univariate,7601,1,0.0906459676358373,4,170,173,173,53.83309485067754,10.34554334176811,no trend,difference_stationary,166.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-135_UCR_Anomaly_InternalBleeding16_1200_4187_4199,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-135_UCR_Anomaly_InternalBleeding16_1200_4187_4199.test.csv,synthetic,False,,unsupervised,False,univariate,7501,1,0.0747900279962671,4,12,183,183,71.27413350619928,12.790842026498648,no trend,difference_stationary,125.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-136_UCR_Anomaly_InternalBleeding17_1600_3198_3309,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-136_UCR_Anomaly_InternalBleeding17_1600_3198_3309.test.csv,synthetic,False,,unsupervised,False,univariate,7500,1,0.088,4,111,183,183,71.26282284666698,12.793233382851492,no trend,difference_stationary,143.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-137_UCR_Anomaly_InternalBleeding18_2300_4485_4587.test.csv,synthetic,False,,unsupervised,False,univariate,7500,1,0.0868,4,102,183,183,71.26533867066699,12.789646285703528,no trend,difference_stationary,143.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-138_UCR_Anomaly_InternalBleeding19_3000_4187_4197,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-138_UCR_Anomaly_InternalBleeding19_3000_4187_4197.test.csv,synthetic,False,,unsupervised,False,univariate,7500,1,0.0745333333333333,4,10,183,183,71.28174161866698,12.802235292091911,no trend,difference_stationary,143.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-139_UCR_Anomaly_InternalBleeding20_2700_5759_5919,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-139_UCR_Anomaly_InternalBleeding20_2700_5759_5919.test.csv,synthetic,False,,unsupervised,False,univariate,7500,1,0.0945333333333333,4,160,183,183,71.3069571160003,12.809663660622013,no trend,difference_stationary,143.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-140_UCR_Anomaly_InternalBleeding4_1000_4675_5033,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-140_UCR_Anomaly_InternalBleeding4_1000_4675_5033.test.csv,synthetic,False,,unsupervised,False,univariate,7321,1,0.1218412785138642,4,178,178,358,64.79843021991493,11.647365517509094,no trend,difference_stationary,166.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-141_UCR_Anomaly_InternalBleeding5_4000_6200_6370,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-141_UCR_Anomaly_InternalBleeding5_4000_6200_6370.test.csv,synthetic,False,,unsupervised,False,univariate,7415,1,0.0929197572488199,4,170,173,173,53.44388737693836,9.631687864533738,no trend,difference_stationary,143.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-142_UCR_Anomaly_InternalBleeding6_1500_3474_3629,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-142_UCR_Anomaly_InternalBleeding6_1500_3474_3629.test.csv,synthetic,False,,unsupervised,False,univariate,7654,1,0.0806114449960804,4,154,154,155,62.01602765090197,11.19340040855246,no trend,difference_stationary,166.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-143_UCR_Anomaly_InternalBleeding8_2500_5865_5974.test.csv,synthetic,False,,unsupervised,False,univariate,7501,1,0.0805225969870683,4,109,165,165,73.00562647646841,14.172825095917858,no trend,difference_stationary,166.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-144_UCR_Anomaly_InternalBleeding9_4200_6599_6681,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-144_UCR_Anomaly_InternalBleeding9_4200_6599_6681.test.csv,synthetic,False,,unsupervised,False,univariate,7501,1,0.0809225436608452,4,82,175,175,75.95556389148172,10.738692300725887,no trend,difference_stationary,166.0
TSB-UAD-synthetic,KDD21_flat_region_0.08-145_UCR_Anomaly_Lab2Cmac011215EPG1_5000_17210_17260,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-145_UCR_Anomaly_Lab2Cmac011215EPG1_5000_17210_17260.test.csv,synthetic,False,,unsupervised,False,univariate,30001,1,0.0808639712009599,73,33,33,50,0.2257451323955785,0.0232377689077555,no trend,stationary,
TSB-UAD-synthetic,KDD21_flat_region_0.08-146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932.test.csv,synthetic,False,,unsupervised,False,univariate,29950,1,0.081669449081803,73,33,33,70,0.2254838480801322,0.0231738220216907,no trend,stationary,
TSB-UAD-synthetic,KDD21_flat_region_0.08-147_UCR_Anomaly_Lab2Cmac011215EPG3_5000_16390_16420,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-147_UCR_Anomaly_Lab2Cmac011215EPG3_5000_16390_16420.test.csv,synthetic,False,,unsupervised,False,univariate,29950,1,0.0803338898163606,73,30,33,33,0.2254806373983291,0.0232025087385749,no trend,stationary,
TSB-UAD-synthetic,KDD21_flat_region_0.08-148_UCR_Anomaly_Lab2Cmac011215EPG4_6000_17390_17520,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-148_UCR_Anomaly_Lab2Cmac011215EPG4_6000_17390_17520.test.csv,synthetic,False,,unsupervised,False,univariate,30066,1,0.0834830040577396,71,34,34,130,0.2262017642273617,0.0228498908686243,no trend,stationary,
TSB-UAD-synthetic,KDD21_flat_region_0.08-149_UCR_Anomaly_Lab2Cmac011215EPG5_7000_17390_17520,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-149_UCR_Anomaly_Lab2Cmac011215EPG5_7000_17390_17520.test.csv,synthetic,False,,unsupervised,False,univariate,29826,1,0.0840206531214376,73,33,33,130,0.2257937196861744,0.0233540108087386,no trend,stationary,
TSB-UAD-synthetic,KDD21_flat_region_0.08-150_UCR_Anomaly_Lab2Cmac011215EPG6_7000_12190_12420,,univariate/TSB-UAD-synthetic/KDD21_flat_region_0.08-150_UCR_Anomaly_Lab2Cmac011215EPG6_7000_12190_12420.test.csv,synthetic,False,,unsupervised,False,univariate,29859,1,0.0864061087109414,72,33,33,237,0.2259389423476998,0.0229128283391454,no trend,stationary,
